;Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
9347;Departamento;Comas;4;2;1;200;9500.0;3700.0;923.0
9348;Departamento;Santa Anita;2;1;0;60;1100.0;180.0;
9349;Departamento;Comas;4;2;1;350;14000.0;1800.0;700.0
9350;Departamento;Villa El Salvador;2;1;0;90;3000.0;550.0;
9351;Departamento;Jesús María;3;2;1;200;2700.0;1300.0;400.0
9352;Departamento;Ate;4;3;4;400;13000.0;5300.0;1500.0
9353;Departamento;Mi Perú;1;0;0;42;600.0;210.0;
9354;Departamento;La Perla;2;1;1;84;3400.0;767.0;250.0
9355;Habitación;Lurín;1;0;0;26;1000.0;405.0;
9356;Departamento;San Borja;1;0;0;40;1700.0;620.0;62.0
9357;Departamento;Ate;3;2;2;240;5500.0;2844.0;660.0
9358;Departamento;San Borja;4;1;1;250;4100.0;1594.0;320.0
9359;Departamento;La Perla;2;0;0;84;850.0;79.0;
9360;Departamento;Magdalena del Mar;2;1;0;55;1900.0;386.0;
9361;Departamento;San Borja;2;0;0;62;700.0;;
9362;Departamento;Carmen de La Legua;1;0;0;33;500.0;;17.0
9363;Departamento;Ate;3;1;1;120;2900.0;2190.0;
9364;Departamento;Comas;2;0;0;80;3000.0;670.0;189.0
9365;Departamento;Jesús María;3;2;0;121;2600.0;950.0;152.0
9366;Departamento;San Luis;2;0;0;62;1450.0;560.0;
9367;Departamento;Ate;2;2;2;82;6000.0;;
9368;Departamento;Ate;2;1;1;100;2900.0;1732.0;232.0
9369;Departamento;Ate;1;1;0;65;1900.0;910.0;152.0
9370;Departamento;Chorrillos;3;1;0;112;3200.0;1100.0;
9371;Departamento;Punta Hermosa;2;2;1;115;5000.0;2200.0;180.0
9372;Casa;La Perla;2;0;0;35;850.0;;
9373;Departamento;Santa Rosa;2;0;2;55;800.0;340.0;24.0
9374;Habitación;Comas;1;0;0;29;1600.0;350.0;244.0
9375;Departamento;Santa Anita;1;1;0;54;1400.0;800.0;14.0
9376;Departamento;Ate;2;1;1;95;1700.0;1480.0;
9377;Departamento;San Borja;2;1;1;51;900.0;600.0;350.0
9378;Departamento;Comas;3;1;0;57;1200.0;450.0;39.0
9379;Departamento;San Borja;3;0;1;90;4500.0;800.0;30.0
9380;Casa en condominio;Ate;5;8;5;900;20000.0;2200.0;1500.0
9381;Departamento;Pueblo Libre;3;3;1;200;12000.0;2870.0;
9382;Departamento;Comas;3;0;3;144;6400.0;608.0;383.0
9383;Departamento;Jesús María;3;2;2;150;3500.0;850.0;
9384;Casa;Ate;6;0;0;324;7000.0;;300.0
9385;Casa en condominio;Jesús María;4;2;4;197;4000.0;960.0;353.0
9386;Departamento;Comas;2;1;0;77;1300.0;605.0;105.0
9387;Departamento;Chorrillos;3;1;1;93;4200.0;1200.0;249.0
9388;Departamento;Villa El Salvador;2;1;0;72;2500.0;580.0;76.0
9389;Departamento;San Borja;2;1;1;90;3700.0;1033.0;
9390;Departamento;Ate;3;2;1;138;3500.0;1242.0;472.0
9391;Departamento;Jesús María;2;2;1;90;1850.0;1080.0;160.0
9392;Departamento;Comas;2;1;2;100;12000.0;4000.0;500.0
9393;Departamento;Jesús María;3;2;1;96;2300.0;847.0;196.0
9394;Departamento;San Borja;2;1;1;204;9900.0;2050.0;550.0
9395;Departamento;San Miguel;2;1;0;81;1550.0;600.0;87.0
9396;Departamento;Pueblo Libre;2;1;1;85;6000.0;1124.0;294.0
9397;Departamento;Villa El Salvador;3;1;1;150;3500.0;1500.0;
9398;Departamento;San Miguel;2;1;0;69;2000.0;502.0;
9399;Casa;Villa María del Triunfo;4;2;2;200;3400.0;400.0;240.0
9400;Departamento;Pachacámac;1;0;0;27;600.0;420.0;89.0
9401;Departamento;San Borja;2;1;0;107;2800.0;672.0;22.0
9402;Departamento;Jesús María;3;2;3;190;4000.0;868.0;300.0
9403;Departamento;Santa Anita;1;0;0;40;600.0;250.0;13.0
9404;Departamento;Chorrillos;3;2;1;103;4800.0;1344.0;258.0
9405;Casa en condominio;Ate;5;4;5;300;17000.0;750.0;7500.0
9406;Departamento;Villa El Salvador;4;1;0;290;9200.0;1800.0;
9407;Departamento;Lince;2;0;0;65;700.0;220.0;
9408;Departamento;Jesús María;3;1;1;170;1600.0;1230.0;
9409;Departamento;Comas;3;1;1;168;6500.0;2163.0;554.0
9410;Departamento;Ate;4;3;2;200;14000.0;2500.0;1000.0
9411;Departamento;La Perla;1;0;0;45;2000.0;700.0;350.0
9412;Departamento;Jesús María;3;2;1;109;1800.0;588.0;
9413;Departamento;Puente Piedra;2;0;0;55;2400.0;540.0;21.0
9414;Departamento;Ate;2;1;0;60;1200.0;710.0;105.0
9415;Casa en condominio;Callao;4;2;1;140;2500.0;1200.0;
9416;Departamento;La Molina;1;1;0;57;1200.0;380.0;
9417;Flat;Pueblo Libre;1;1;0;45;2400.0;1500.0;200.0
9418;Habitación;Villa El Salvador;1;0;0;35;2000.0;;29.0
9419;Departamento;Lince;2;1;0;47;1000.0;247.0;
9420;Departamento;San Miguel;2;1;0;88;1200.0;640.0;
9421;Departamento;Chorrillos;2;2;1;165;1000.0;1100.0;1914.0
9422;Departamento;Comas;4;3;4;546;43000.0;6400.0;1900.0
9423;Departamento;San Miguel;3;1;0;94;2000.0;696.0;95.0
9424;Departamento;Lurigancho;3;2;1;111;4100.0;1118.0;292.0
9425;Departamento;Lurín;2;0;0;85;1700.0;420.0;154.0
9426;Departamento;Breña;3;1;1;100;3000.0;1134.0;180.0
9427;Departamento;Comas;2;1;1;50;1600.0;325.0;
9428;Departamento;Lurigancho;1;0;1;20;1550.0;550.0;
9429;Departamento;Jesús María;2;1;1;65;1600.0;600.0;120.0
9430;Departamento;San Borja;4;1;1;243;10000.0;1450.0;345.0
9431;Departamento;San Miguel;2;0;0;80;1400.0;850.0;
9432;Departamento;La Punta;1;0;0;49;1300.0;500.0;35.0
9433;Departamento;Lurigancho;3;1;0;84;2300.0;688.0;162.0
9434;Departamento;Ate;3;3;3;136;10000.0;2500.0;800.0
9435;Departamento;Comas;3;1;1;130;5000.0;1430.0;346.0
9436;Departamento;Ate;2;1;0;53;1500.0;700.0;
9437;Departamento;Villa El Salvador;1;0;1;40;2000.0;387.0;56.0
9438;Departamento;Villa El Salvador;3;1;1;110;4400.0;620.0;190.0
9439;Departamento;Bellavista;1;0;0;60;600.0;92.0;33.0
9440;Departamento;Comas;2;1;0;60;3600.0;990.0;
9441;Departamento;Lurín;3;1;0;73;1100.0;520.0;15.0
9442;Departamento;Lince;2;1;0;65;700.0;260.0;
9443;Departamento;Comas;3;1;1;120;5300.0;1230.0;253.0
9444;Habitación;Chorrillos;0;0;0;30;1000.0;300.0;29.0
9445;Departamento;Jesús María;2;1;1;76;1800.0;817.0;140.0
9446;Departamento;Jesús María;3;1;1;109;1400.0;1131.0;
9447;Departamento;Rímac;3;3;1;232;25000.0;4900.0;1200.0
9448;Casa en condominio;Villa María del Triunfo;3;2;1;200;4500.0;160.0;
9449;Departamento;La Punta;1;0;0;65;2700.0;270.0;15.0
9450;Departamento;Ate;3;2;1;130;3200.0;1200.0;
9451;Departamento;Ate;3;1;1;100;3500.0;1400.0;233.0
9452;Departamento;Santa Anita;3;1;0;70;1000.0;600.0;
9453;Flat;Chorrillos;1;1;0;45;2400.0;780.0;180.0
9454;Departamento;Rímac;2;0;2;180;8000.0;1200.0;500.0
9455;Departamento;Jesús María;3;1;2;78;1400.0;845.0;149.0
9456;Departamento;Jesús María;3;2;0;110;1900.0;;232.0
9457;Departamento;San Miguel;1;0;0;46;1300.0;600.0;48.0
9458;Departamento;Jesús María;3;2;1;82;1900.0;800.0;115.0
9459;Departamento;Villa El Salvador;4;0;1;600;9000.0;3400.0;2178.0
9460;Departamento;Callao;3;2;1;128;2800.0;900.0;200.0
9461;Departamento;Ate;3;1;1;90;3400.0;1400.0;
9462;Habitación;Carmen de La Legua;1;0;0;20;500.0;;
9463;Departamento;Ate;2;1;0;60;1200.0;629.0;
9464;Departamento;San Martín de Porres;2;1;0;52;1400.0;500.0;
9465;Departamento;Pueblo Libre;3;1;1;120;3900.0;750.0;245.0
9466;Departamento;Santa Rosa;2;1;0;85;1600.0;517.0;54.0
9467;Casa;Bellavista;2;0;0;45;800.0;;
9468;Departamento;Chorrillos;3;0;1;136;3500.0;1300.0;
9469;Departamento;Punta Negra;2;0;0;60;950.0;200.0;
9470;Departamento;Rímac;2;0;2;50;5000.0;510.0;
9471;Casa;Carmen de La Legua;4;3;2;304;2500.0;;
9472;Departamento;Ate;1;1;1;67;1700.0;1177.0;223.0
9473;Departamento;Rímac;3;2;1;120;7000.0;1800.0;620.0
9474;Departamento;Chorrillos;3;1;2;212;3800.0;1800.0;240.0
9475;Departamento;Rímac;3;1;1;126;7900.0;1150.0;340.0
9476;Departamento;San Miguel;3;1;1;86;2650.0;720.0;160.0
9477;Flat;Comas;1;1;0;55;3000.0;2000.0;400.0
9478;Departamento;Comas;3;1;1;160;6800.0;3070.0;624.0
9479;Departamento;Comas;3;1;2;130;8500.0;2700.0;
9480;Departamento;San Borja;1;0;1;140;7000.0;3000.0;1000.0
9481;Departamento;Ate;1;1;0;62;1500.0;1046.0;140.0
9482;Casa en condominio;Lince;2;1;0;74;1500.0;360.0;
9483;Departamento;Rímac;3;1;1;127;8000.0;1100.0;329.0
9484;Departamento;Ate;1;2;1;70;1650.0;990.0;223.0
9485;Departamento;Comas;3;3;1;210;21000.0;4000.0;1800.0
9486;Departamento;Callao;4;2;3;124;2200.0;1140.0;165.0
9487;Departamento;Chorrillos;3;1;1;110;2800.0;1000.0;
9488;Departamento;Jesús María;2;1;0;60;1900.0;700.0;15.0
9489;Departamento;Lince;2;1;1;75;2100.0;960.0;107.0
9490;Departamento;Ate;3;2;1;130;6000.0;1800.0;
9491;Departamento;San Borja;2;1;1;90;6000.0;1050.0;610.0
9492;Departamento;Ate;3;2;1;201;4000.0;2400.0;
9493;Departamento;Pueblo Libre;2;1;1;59;2800.0;1850.0;6850.0
9494;Departamento;Chorrillos;4;1;2;160;5900.0;1400.0;330.0
9495;Departamento;Santa María del Mar;2;1;1;65;1100.0;480.0;125.0
9496;Departamento;Ventanilla;2;1;0;85;1400.0;700.0;
9497;Departamento;Ate;7;4;5;583;18000.0;2500.0;2502.0
9498;Departamento;Ate;2;1;1;70;1500.0;824.0;74.0
9499;Departamento;Comas;3;2;1;180;10000.0;2800.0;
9500;Departamento;Rímac;3;2;1;200;15000.0;2100.0;510.0
9501;Departamento;Chorrillos;2;0;0;60;1000.0;220.0;
9502;Casa en condominio;Ate;5;4;5;450;12000.0;510.0;660.0
9503;Departamento;La Perla;1;0;1;50;3500.0;816.0;1094.0
9504;Departamento;Rímac;3;1;1;120;4900.0;1040.0;
9505;Departamento;Mi Perú;2;1;1;86;1000.0;820.0;96.0
9506;Departamento;Villa El Salvador;1;1;0;46;1800.0;610.0;
9507;Departamento;Ate;2;1;1;70;1700.0;795.0;172.0
9508;Departamento;San Luis;2;1;1;54;1000.0;472.0;62.0
9509;Departamento;Santa Rosa;2;1;0;80;1200.0;460.0;16.0
9510;Departamento;Villa El Salvador;2;1;1;80;2700.0;1161.0;209.0
9511;Departamento;San Miguel;2;0;0;61;1600.0;600.0;
9512;Departamento;Ate;3;0;0;88;2700.0;350.0;10.0
9513;Departamento;San Borja;2;1;1;115;3800.0;1150.0;235.0
9514;Departamento;San Bartolo;2;1;0;90;3600.0;715.0;205.0
9515;Casa en condominio;Rímac;4;2;4;400;25000.0;3500.0;20000.0
9516;Departamento;Rímac;3;2;1;174;9500.0;2800.0;610.0
9517;Departamento;Punta Hermosa;3;0;1;115;2500.0;390.0;58.0
9518;Departamento;Chorrillos;3;1;1;87;3200.0;1039.0;177.0
9519;Departamento;San Borja;3;0;2;100;6000.0;;
9520;Departamento;Chorrillos;1;1;0;37;1800.0;1021.0;
9521;Departamento;Rímac;3;4;3;350;16000.0;3800.0;1590.0
9522;Departamento;San Borja;1;1;0;47;2300.0;614.0;78.0
9523;Habitación;San Borja;1;0;0;22;2000.0;340.0;160.0
9524;Casa en condominio;Carabayllo;2;1;0;69;1900.0;400.0;49.0
9525;Departamento;El Agustino;3;1;1;110;1600.0;340.0;
9526;Departamento;Chorrillos;2;1;1;59;2600.0;780.0;128.0
9527;Departamento;Ate;3;0;0;70;900.0;180.0;
9528;Departamento;San Luis;2;1;2;53;1300.0;672.0;31.0
9529;Departamento;Mi Perú;2;1;0;69;1500.0;450.0;
9530;Departamento;Pueblo Libre;4;2;1;200;9500.0;1850.0;
9531;Departamento;Santa Anita;1;0;0;52;1300.0;260.0;12.0
9532;Departamento;Ate;3;2;1;130;3200.0;2300.0;421.0
9533;Departamento;Ate;3;2;2;89;2500.0;950.0;
9534;Departamento;San Borja;2;0;0;75;3500.0;750.0;135.0
9535;Departamento;Santiago de Surco;3;1;1;130;4900.0;2100.0;300.0
9536;Departamento;Mi Perú;3;1;1;85;1500.0;580.0;
9537;Departamento;La Punta;2;1;1;53;1200.0;472.0;41.0
9538;Departamento;San Borja;2;0;0;110;2300.0;1284.0;168.0
9539;Casa;San Miguel;3;0;0;45;2500.0;;
9540;Casa;Jesús María;5;4;5;1200;15000.0;1600.0;
9541;Departamento;Barranco;2;1;0;50;600.0;217.0;
9542;Departamento;San Borja;1;0;0;48;2000.0;650.0;30.0
9543;Departamento;Ventanilla;3;0;1;110;850.0;920.0;
9544;Departamento;Jesús María;2;2;1;90;1800.0;800.0;170.0
9545;Departamento;Villa El Salvador;2;0;0;57;1900.0;760.0;
9546;Departamento;Pueblo Libre;4;6;1;255;11900.0;2529.0;773.0
9547;Departamento;Lince;2;1;1;70;1100.0;650.0;
9548;Departamento;Chorrillos;2;0;0;70;1950.0;822.0;96.0
9549;Departamento;Ate;2;2;2;120;5500.0;1700.0;180.0
9550;Departamento;San Borja;3;1;1;103;4000.0;1400.0;200.0
9551;Habitación;Chorrillos;0;0;0;30;1100.0;417.0;
9552;Departamento;Jesús María;3;2;1;128;3800.0;1080.0;400.0
9553;Casa en condominio;Ate;4;0;4;300;12200.0;1200.0;350.0
9554;Departamento;Ate;2;1;1;63;2200.0;1388.0;
9555;Departamento;Chorrillos;3;2;1;180;10000.0;1400.0;230.0
9556;Departamento;Ate;3;2;1;114;3000.0;1640.0;
9557;Departamento;San Borja;3;1;1;171;10000.0;1985.0;415.0
9558;Departamento;Lince;1;0;0;35;500.0;;
9559;Departamento;Comas;2;1;1;142;9500.0;3000.0;430.0
9560;Departamento;Pueblo Libre;2;1;0;68;5000.0;1500.0;470.0
9561;Departamento;San Borja;2;1;1;78;2500.0;724.0;210.0
9562;Departamento;Breña;1;1;1;60;3200.0;674.0;99.0
9563;Habitación;Mi Perú;1;0;0;30;650.0;;
9564;Departamento;Magdalena del Mar;1;1;0;35;1000.0;171.0;25.0
9565;Departamento;Villa María del Triunfo;3;1;0;60;950.0;390.0;40.0
9566;Departamento;Callao;3;2;1;91;2100.0;870.0;
9567;Departamento;San Borja;1;0;0;60;2000.0;550.0;30.0
9568;Departamento;Pachacámac;1;0;0;39;1460.0;290.0;
9569;Departamento;Ate;2;1;0;47;1200.0;625.0;96.0
9570;Departamento;Rímac;2;2;1;95;4500.0;1900.0;
9571;Departamento;San Borja;3;1;1;130;5500.0;1220.0;220.0
9572;Departamento;Pachacámac;1;0;0;40;1200.0;350.0;21.0
9573;Departamento;San Miguel;2;2;0;54;1900.0;910.0;50.0
9574;Departamento;San Miguel;3;1;0;70;2100.0;600.0;
9575;Departamento;San Borja;3;1;1;95;5000.0;1102.0;169.0
9576;Habitación;San Borja;1;0;0;33;1500.0;410.0;
9577;Departamento;Lurín;2;1;1;75;2100.0;725.0;138.0
9578;Departamento;San Miguel;3;2;1;97;2300.0;870.0;
9579;Departamento;Jesús María;3;2;1;90;1900.0;1200.0;170.0
9580;Departamento;Ate;4;3;4;333;12000.0;4700.0;850.0
9581;Casa en condominio;Jesús María;6;9;6;1280;17000.0;1500.0;14000.0
9582;Departamento;Callao;4;3;1;300;4000.0;1890.0;260.0
9583;Departamento;Ate;3;1;1;86;2000.0;850.0;120.0
9584;Departamento;Ate;1;1;0;70;2000.0;1006.0;160.0
9585;Cochera;Pachacámac;0;0;0;0;600.0;;87.0
9586;Departamento;Pachacámac;2;0;0;80;2100.0;580.0;22.0
9587;Departamento;Comas;2;1;1;90;7500.0;2500.0;350.0
9588;Departamento;Comas;2;0;1;78;5200.0;476.0;200.0
9589;Departamento;Villa El Salvador;1;0;0;35;1600.0;680.0;20.0
9590;Casa en condominio;Ate;4;3;2;300;5900.0;530.0;4000.0
9591;Departamento;San Borja;2;0;1;98;2700.0;860.0;110.0
9592;Departamento;San Borja;3;1;0;165;5000.0;1100.0;
9593;Departamento;Ate;4;3;4;195;11500.0;1840.0;
9594;Departamento;Ate;3;2;1;122;5500.0;2100.0;6000.0
9595;Casa en condominio;Jesús María;4;3;2;340;8000.0;960.0;4250.0
9596;Departamento;Rímac;3;2;1;150;9800.0;2750.0;1500.0
9597;Departamento;San Borja;2;0;2;125;14000.0;1300.0;2500.0
9598;Departamento;Jesús María;2;0;1;59;1500.0;780.0;95.0
9599;Departamento;Rímac;3;2;3;187;13000.0;2700.0;920.0
9600;Departamento;Comas;2;1;1;100;9000.0;3226.0;
9601;Departamento;San Borja;1;0;0;40;1700.0;550.0;
9602;Departamento;Lince;1;0;0;40;480.0;;
9603;Departamento;San Borja;3;1;1;140;4500.0;1400.0;250.0
9604;Departamento;Lurigancho;4;3;2;200;15000.0;2563.0;627.0
9605;Departamento;Rímac;3;0;1;150;5500.0;1000.0;
9606;Departamento;Pueblo Libre;4;3;2;233;12500.0;4200.0;
9607;Departamento;Comas;3;1;3;230;10000.0;2100.0;900.0
9608;Departamento;Ate;4;4;4;331;15000.0;3314.0;712.0
9609;Departamento;Comas;2;1;1;60;1100.0;426.0;50.0
9610;Departamento;Comas;2;1;1;75;5500.0;890.0;230.0
9611;Habitación;Cieneguilla;0;0;0;25;800.0;;
9612;Departamento;San Borja;2;1;1;180;7000.0;1800.0;320.0
9613;Departamento;Comas;2;1;0;58;1100.0;490.0;39.0
9614;Departamento;Ate;4;4;4;225;15000.0;5000.0;1400.0
9615;Departamento;Comas;3;1;1;140;7200.0;2900.0;
9616;Departamento;San Borja;1;0;0;45;2000.0;650.0;
9617;Departamento;Pueblo Libre;4;0;2;295;22000.0;2468.0;
9618;Departamento;San Borja;1;0;0;60;1800.0;550.0;99.0
9619;Casa;San Luis;5;1;0;161;6000.0;;
9620;Departamento;San Borja;2;0;0;78;3000.0;650.0;
9621;Departamento;Santa Rosa;1;0;0;25;790.0;;
9622;Departamento;Rímac;3;2;1;126;7000.0;1800.0;655.0
9623;Habitación;Villa El Salvador;1;0;0;26;1200.0;230.0;24.0
9624;Departamento;Callao;2;1;0;65;1650.0;569.0;481.0
9625;Casa;Chaclacayo;3;2;2;117;1900.0;90.0;
9626;Departamento;Jesús María;2;1;1;68;1200.0;706.0;103.0
9627;Departamento;Punta Hermosa;2;1;1;82;4500.0;870.0;150.0
9628;Departamento;Ate;2;1;1;100;2650.0;1530.0;280.0
9629;Departamento;Lince;2;0;0;50;650.0;300.0;
9630;Departamento;Ate;2;2;1;81;3500.0;1100.0;140.0
9631;Departamento;Punta Hermosa;4;4;2;460;10000.0;5900.0;500.0
9632;Departamento;Mi Perú;2;1;1;76;1600.0;840.0;
9633;Departamento;Jesús María;2;2;1;96;2300.0;970.0;108.0
9634;Departamento;Rímac;2;1;1;110;5500.0;1300.0;
9635;Departamento;Comas;2;1;1;90;5900.0;2800.0;400.0
9636;Departamento;Ate;2;1;1;102;2900.0;1420.0;290.0
9637;Departamento;Punta Hermosa;3;3;1;180;6000.0;1680.0;
9638;Departamento;Santa Rosa;2;1;0;80;1350.0;550.0;
9639;Departamento;San Borja;3;1;1;150;4000.0;1400.0;300.0
9640;Departamento;Rímac;2;2;1;100;3900.0;1590.0;390.0
9641;Departamento;Breña;1;1;0;65;2100.0;1272.0;164.0
9642;Departamento;Santa María del Mar;2;1;1;60;1500.0;500.0;150.0
9643;Casa;Lurigancho;4;4;4;452;20000.0;;
9644;Departamento;San Miguel;3;1;0;150;1600.0;650.0;90.0
9645;Departamento;San Borja;3;0;0;85;2900.0;1000.0;160.0
9646;Cochera;Pachacámac;0;0;0;9;100.0;446.0;
9647;Departamento;Pueblo Libre;3;2;1;127;4500.0;2600.0;4000.0
9648;Departamento;Comas;3;2;1;300;21500.0;3600.0;
9649;Departamento;Ate;4;2;1;158;2500.0;1622.0;405.0
9650;Departamento;Comas;2;1;2;83;10000.0;3900.0;
9651;Departamento;Chorrillos;2;1;1;90;2600.0;900.0;
9652;Departamento;Ate;3;2;1;98;2550.0;1210.0;105.0
9653;Departamento;Rímac;4;2;1;285;16900.0;2962.0;1506.0
9654;Departamento;San Borja;2;1;1;105;2800.0;735.0;
9655;Casa;La Perla;3;2;3;200;12000.0;;400.0
9656;Departamento;Callao;2;1;1;70;1650.0;580.0;
9657;Departamento;La Perla;3;1;1;142;7000.0;1600.0;403.0
9658;Departamento;Ate;4;2;2;164;5500.0;1950.0;360.0
9659;Departamento;Villa El Salvador;2;1;1;100;2850.0;750.0;212.0
9660;Departamento;San Borja;4;1;0;202;7500.0;2104.0;584.0
9661;Departamento;Villa El Salvador;2;0;1;65;2500.0;700.0;35.0
9662;Departamento;San Borja;4;1;4;430;12000.0;3000.0;300.0
9663;Casa en condominio;Ate;4;3;4;298;14000.0;1490.0;505.0
9664;Departamento;San Martín de Porres;2;1;1;50;1600.0;400.0;28.0
9665;Departamento;Ate;2;1;1;94;2050.0;1560.0;217.0
9666;Departamento;Ate;3;3;3;236;16000.0;4200.0;1000.0
9667;Departamento;Santa Anita;2;1;1;50;1500.0;450.0;39.0
9668;Departamento;Comas;3;1;3;170;9200.0;1700.0;447.0
9669;Departamento;La Punta;2;1;0;48;1100.0;360.0;135.0
9670;Casa en condominio;Callao;4;2;2;610;4500.0;930.0;710.0
9671;Departamento;Jesús María;3;2;2;196;2500.0;1405.0;2574.0
9672;Departamento;Comas;3;1;1;180;6800.0;2930.0;625.0
9673;Departamento;San Borja;2;0;0;75;2600.0;1200.0;90.0
9674;Habitación;Pachacámac;1;0;0;35;900.0;400.0;170.0
9675;Departamento;Comas;2;1;1;90;12000.0;4100.0;500.0
9676;Departamento;Comas;2;0;0;65;2500.0;900.0;184.0
9677;Flat;Ate;1;1;0;50;2000.0;;
9678;Departamento;San Miguel;3;0;0;90;1999.0;600.0;
9679;Departamento;San Borja;3;1;1;96;4000.0;980.0;130.0
9680;Departamento;Magdalena del Mar;2;1;0;65;1250.0;650.0;
9681;Departamento;San Miguel;3;1;1;140;2800.0;1260.0;
9682;Departamento;Comas;1;0;0;56;2200.0;912.0;156.0
9683;Departamento;La Punta;2;0;0;80;1300.0;691.0;66.0
9684;Departamento;La Molina;1;1;0;46;950.0;550.0;16.0
9685;Departamento;San Miguel;2;0;0;73;1800.0;550.0;
9686;Departamento;Jesús María;3;1;1;75;1800.0;870.0;150.0
9687;Departamento;Comas;1;0;0;45;2500.0;570.0;
9688;Departamento;Comas;3;1;1;145;5000.0;3500.0;621.0
9689;Departamento;Puente Piedra;2;0;0;50;1800.0;350.0;
9690;Departamento;Ancón;4;2;2;130;5000.0;1390.0;250.0
9691;Departamento;San Miguel;2;1;0;91;1700.0;660.0;143.0
9692;Departamento;Villa El Salvador;1;0;1;124;9000.0;500.0;
9693;Departamento;Chorrillos;4;2;3;245;2700.0;1380.0;145.0
9694;Departamento;Ate;2;1;0;58;1200.0;700.0;
9695;Departamento;Rímac;3;2;2;90;7500.0;1400.0;
9696;Departamento;San Bartolo;4;0;3;120;8000.0;1481.0;1600.0
9697;Departamento;San Borja;3;0;0;100;2200.0;1013.0;214.0
9698;Departamento;San Bartolo;1;0;0;31;1800.0;468.0;553.0
9699;Casa;Punta Hermosa;3;1;2;408;29000.0;850.0;800.0
9700;Departamento;Comas;3;1;3;250;20000.0;1800.0;
9701;Departamento;Comas;3;1;1;90;3500.0;850.0;150.0
9702;Departamento;San Borja;1;0;0;35;2000.0;;
9703;Departamento;Villa El Salvador;1;0;0;43;2100.0;652.0;25.0
9704;Departamento;Jesús María;4;2;2;172;2700.0;1200.0;287.0
9705;Departamento;Ate;1;1;1;65;1850.0;824.0;
9706;Departamento;San Borja;3;0;3;70;3600.0;;
9707;Flat;Comas;2;1;2;100;8000.0;5000.0;500.0
9708;Habitación;Pachacámac;0;0;0;29;600.0;485.0;25.0
9709;Departamento;Santa Rosa;2;1;1;60;1200.0;600.0;
9710;Departamento;Santa Anita;2;1;0;88;1800.0;770.0;90.0
9711;Departamento;Punta Hermosa;2;1;2;96;3000.0;680.0;300.0
9712;Departamento;San Miguel;3;2;1;130;3000.0;1300.0;205.0
9713;Departamento;Breña;2;0;0;52;1000.0;;15.0
9714;Casa;El Agustino;3;1;0;160;1700.0;;45.0
9715;Departamento;Jesús María;3;2;1;100;2000.0;471.0;214.0
9716;Departamento;Jesús María;3;2;2;210;3000.0;781.0;4675.0
9717;Departamento;Jesús María;2;2;2;83;2700.0;800.0;270.0
9718;Departamento;Chorrillos;1;0;0;40;1800.0;600.0;23.0
9719;Casa;La Punta;3;4;1;379;5500.0;;
9720;Departamento;Rímac;3;0;0;93;2800.0;1124.0;
9721;Departamento;San Borja;2;0;0;75;2700.0;580.0;179.0
9722;Departamento;San Borja;1;0;0;40;1700.0;610.0;
9723;Departamento;Santa Anita;2;0;0;62;1100.0;500.0;37.0
9724;Departamento;Villa El Salvador;1;1;0;68;2800.0;877.0;124.0
9725;Casa en condominio;Lince;4;2;1;254;4500.0;320.0;100.0
9726;Departamento;San Borja;3;0;0;130;4400.0;580.0;
9727;Departamento;Mi Perú;2;0;0;79;1700.0;323.0;79.0
9728;Departamento;Comas;2;0;0;56;1200.0;330.0;
9729;Departamento;San Borja;3;0;0;100;2500.0;900.0;209.0
9730;Departamento;San Miguel;3;0;0;95;1600.0;797.0;
9731;Departamento;Ate;3;2;1;180;3000.0;1150.0;
9732;Departamento;Villa El Salvador;1;0;1;38;1500.0;695.0;56.0
9733;Departamento;Rímac;3;2;1;160;18000.0;4000.0;500.0
9734;Departamento;Punta Hermosa;2;2;1;92;3200.0;1023.0;184.0
9735;Departamento;San Borja;3;1;1;150;5200.0;1356.0;202.0
9736;Departamento;Independencia;2;0;0;73;900.0;;
9737;Departamento;Pueblo Libre;4;1;1;312;8000.0;3059.0;1340.0
9738;Departamento;Punta Hermosa;2;0;0;80;2600.0;850.0;
9739;Departamento;San Borja;2;1;1;95;1600.0;180.0;70.0
9740;Departamento;Rímac;4;4;3;200;12000.0;1800.0;600.0
9741;Departamento;Jesús María;3;2;3;187;3500.0;1225.0;719.0
9742;Departamento;Punta Hermosa;3;1;0;96;3000.0;860.0;146.0
9743;Departamento;San Borja;4;1;1;300;5000.0;3000.0;1100.0
9744;Departamento;San Miguel;3;1;0;100;2000.0;1000.0;98.0
9745;Casa;Comas;1;0;1;45;750.0;1.0;
9746;Departamento;San Borja;2;1;0;97;2200.0;1480.0;180.0
9747;Casa en condominio;Ate;4;4;4;330;7500.0;510.0;6000.0
9748;Departamento;Ate;3;2;1;91;3000.0;1000.0;148.0
9749;Departamento;Lince;3;1;1;100;1800.0;;
9750;Casa en condominio;Jesús María;4;2;3;156;3500.0;900.0;330.0
9751;Departamento;Lince;2;1;1;103;1800.0;1200.0;
9752;Departamento;San Borja;4;1;1;230;5000.0;1815.0;506.0
9753;Departamento;Ate;2;1;1;102;2500.0;1450.0;254.0
9754;Departamento;Comas;3;0;3;200;17000.0;3686.0;
9755;Departamento;San Borja;1;0;0;40;1900.0;700.0;65.0
